img_id,p_key,pred_class,pred_lat,pred_lng
I2bZIA3vJauI6rm_OV3Z7w,coarse,633,49.59757614135742,6.287395477294922
HQGWKHghWk-TqbrR8YTqBw,coarse,716,52.50310516357422,-2.140317678451538
UtWbB0m_KyNGiIaHfYPwUh,coarse,38,51.5018424987793,3.578003406524658
b__X0WfhAboK62IHm7Eklw,coarse,873,32.086036682128906,34.78123092651367
ghRePsod6PQG5qEzEn32Cw,coarse,387,51.165672302246094,4.426572799682617
AjjbSr9cmoXySx_dfPl7Rg,coarse,387,51.165672302246094,4.426572799682617
8TzcYvLQOL0vGPvEr7kn8g,coarse,591,51.813194274902344,-1.4047352075576782
hdJbaZWtAXE2e0gJywMo6g,coarse,930,51.051048278808594,2.7912771701812744
yS7_UroZFzk__AwK3OY9G7,coarse,1938,48.5128173828125,10.993448257446289
lQUfosHNXCsBi5EtWTD4NQ,coarse,373,43.2938346862793,141.92593383789062
1JhZyMZ1JhI3cOxHLDBORg,coarse,385,52.37167739868164,4.5802459716796875
d3j7RDxbO8VsdHtyp37EwA,coarse,565,50.86477279663086,4.353809356689453
AnagMcWzT9CMAgiyZP5KMg,coarse,682,51.20470428466797,3.224644660949707
I2bZIA3vJauI6rm_OV3Z7w,middle,3713,51.455448150634766,-2.6266446113586426
HQGWKHghWk-TqbrR8YTqBw,middle,3099,53.2889518737793,-1.3402577638626099
UtWbB0m_KyNGiIaHfYPwUh,middle,1087,50.824806213378906,2.8740391731262207
b__X0WfhAboK62IHm7Eklw,middle,434,49.195831298828125,-123.23155212402344
ghRePsod6PQG5qEzEn32Cw,middle,1266,50.850196838378906,4.351165294647217
AjjbSr9cmoXySx_dfPl7Rg,middle,1554,57.085609436035156,9.541633605957031
8TzcYvLQOL0vGPvEr7kn8g,middle,658,51.813194274902344,-1.4047352075576782
hdJbaZWtAXE2e0gJywMo6g,middle,3065,51.19607162475586,2.875587224960327
yS7_UroZFzk__AwK3OY9G7,middle,1087,50.824806213378906,2.8740391731262207
lQUfosHNXCsBi5EtWTD4NQ,middle,3104,43.173667907714844,142.91676330566406
1JhZyMZ1JhI3cOxHLDBORg,middle,409,52.37167739868164,4.5802459716796875
d3j7RDxbO8VsdHtyp37EwA,middle,1266,50.850196838378906,4.351165294647217
AnagMcWzT9CMAgiyZP5KMg,middle,329,51.48121643066406,3.6317999362945557
I2bZIA3vJauI6rm_OV3Z7w,fine,4784,51.455448150634766,-2.6266446113586426
HQGWKHghWk-TqbrR8YTqBw,fine,3772,53.2889518737793,-1.3402577638626099
UtWbB0m_KyNGiIaHfYPwUh,fine,1147,50.824806213378906,2.8740391731262207
b__X0WfhAboK62IHm7Eklw,fine,443,49.195831298828125,-123.23155212402344
ghRePsod6PQG5qEzEn32Cw,fine,3474,51.054351806640625,3.7228152751922607
AjjbSr9cmoXySx_dfPl7Rg,fine,1147,50.824806213378906,2.8740391731262207
8TzcYvLQOL0vGPvEr7kn8g,fine,680,51.813194274902344,-1.4047352075576782
hdJbaZWtAXE2e0gJywMo6g,fine,6002,51.23443603515625,2.93247652053833
yS7_UroZFzk__AwK3OY9G7,fine,1147,50.824806213378906,2.8740391731262207
lQUfosHNXCsBi5EtWTD4NQ,fine,2432,62.35947799682617,-115.56591033935547
1JhZyMZ1JhI3cOxHLDBORg,fine,416,52.39482498168945,4.629823207855225
d3j7RDxbO8VsdHtyp37EwA,fine,2945,50.85480880737305,4.366337776184082
AnagMcWzT9CMAgiyZP5KMg,fine,3129,52.3006477355957,6.267329216003418
I2bZIA3vJauI6rm_OV3Z7w,hierarchy,4784,51.455448150634766,-2.6266446113586426
HQGWKHghWk-TqbrR8YTqBw,hierarchy,3772,53.2889518737793,-1.3402577638626099
UtWbB0m_KyNGiIaHfYPwUh,hierarchy,1147,50.824806213378906,2.8740391731262207
b__X0WfhAboK62IHm7Eklw,hierarchy,443,49.195831298828125,-123.23155212402344
ghRePsod6PQG5qEzEn32Cw,hierarchy,3474,51.054351806640625,3.7228152751922607
AjjbSr9cmoXySx_dfPl7Rg,hierarchy,1147,50.824806213378906,2.8740391731262207
8TzcYvLQOL0vGPvEr7kn8g,hierarchy,680,51.813194274902344,-1.4047352075576782
hdJbaZWtAXE2e0gJywMo6g,hierarchy,6002,51.23443603515625,2.93247652053833
yS7_UroZFzk__AwK3OY9G7,hierarchy,1147,50.824806213378906,2.8740391731262207
lQUfosHNXCsBi5EtWTD4NQ,hierarchy,8578,46.25962829589844,-81.15770721435547
1JhZyMZ1JhI3cOxHLDBORg,hierarchy,416,52.39482498168945,4.629823207855225
d3j7RDxbO8VsdHtyp37EwA,hierarchy,1451,50.84856033325195,4.349915027618408
AnagMcWzT9CMAgiyZP5KMg,hierarchy,331,51.51774597167969,3.6020188331604004
7xIxR6Po12-dg14sUqexVA,coarse,387,51.165672302246094,4.426572799682617
18bMrs3IcBmWIxLQ7w1Odu,coarse,806,39.42242431640625,140.75816345214844
3XcDbaWXczT1KBL7Bzo85g,coarse,1399,35.64262771606445,139.64134216308594
Y_XQ---1TcNzvu1rUlS7OA,coarse,682,51.20470428466797,3.224644660949707
XpHO9zoJa9cs1DcBFXMNfg,coarse,318,64.13597869873047,-21.840974807739258
4FVUnW9X2PPPyC5lnANZgQ,coarse,1211,59.958377838134766,30.24601173400879
YX0tb7pg4aXDizBG3Pgi6j,coarse,373,43.2938346862793,141.92593383789062
mpnQ4Rh_rHRmXsosSGVDkw,coarse,1740,50.91653823852539,16.470680236816406
wtDrCfnh2JKDPraBG0UZqw,coarse,2468,55.63826370239258,12.131007194519043
clgcmPhf58yl9v-aabVh4b,coarse,1945,48.549686431884766,9.068619728088379
lDw5YO-MV6ifyWlYX34Fzw,coarse,930,51.051048278808594,2.7912771701812744
EahNc2HzdOTP1vYdSU8UdB,coarse,1645,51.192710876464844,-0.19639158248901367
UzPJBzWmdwCyQInfTWUpBQ,coarse,446,51.43798828125,4.480844497680664
7xIxR6Po12-dg14sUqexVA,middle,1570,51.499935150146484,4.991386890411377
18bMrs3IcBmWIxLQ7w1Odu,middle,5183,38.121707916259766,140.4098358154297
3XcDbaWXczT1KBL7Bzo85g,middle,3515,44.660160064697266,11.658343315124512
Y_XQ---1TcNzvu1rUlS7OA,middle,3546,51.2101936340332,3.223388910293579
XpHO9zoJa9cs1DcBFXMNfg,middle,1358,64.0849838256836,-22.042497634887695
4FVUnW9X2PPPyC5lnANZgQ,middle,5001,53.923152923583984,27.569215774536133
YX0tb7pg4aXDizBG3Pgi6j,middle,3240,43.70515060424805,142.44400024414062
mpnQ4Rh_rHRmXsosSGVDkw,middle,1660,52.56002426147461,13.391079902648926
wtDrCfnh2JKDPraBG0UZqw,middle,4418,55.63826370239258,12.131007194519043
clgcmPhf58yl9v-aabVh4b,middle,3008,48.549686431884766,9.068619728088379
lDw5YO-MV6ifyWlYX34Fzw,middle,3065,51.19607162475586,2.875587224960327
EahNc2HzdOTP1vYdSU8UdB,middle,2332,51.28269958496094,-0.27992188930511475
UzPJBzWmdwCyQInfTWUpBQ,middle,2925,52.85858154296875,6.9914727210998535
7xIxR6Po12-dg14sUqexVA,fine,418,51.0201416015625,4.498324871063232
18bMrs3IcBmWIxLQ7w1Odu,fine,2582,38.604286193847656,141.24427795410156
3XcDbaWXczT1KBL7Bzo85g,fine,973,43.76683807373047,10.806514739990234
Y_XQ---1TcNzvu1rUlS7OA,fine,4503,51.20979309082031,3.2239270210266113
XpHO9zoJa9cs1DcBFXMNfg,fine,5431,64.1441879272461,-21.92676544189453
4FVUnW9X2PPPyC5lnANZgQ,fine,7351,53.923152923583984,27.569215774536133
YX0tb7pg4aXDizBG3Pgi6j,fine,3987,43.70515060424805,142.44400024414062
mpnQ4Rh_rHRmXsosSGVDkw,fine,1812,52.55474853515625,13.401681900024414
wtDrCfnh2JKDPraBG0UZqw,fine,5174,57.6219367980957,18.294340133666992
clgcmPhf58yl9v-aabVh4b,fine,3715,49.935245513916016,10.902507781982422
lDw5YO-MV6ifyWlYX34Fzw,fine,6002,51.23443603515625,2.93247652053833
EahNc2HzdOTP1vYdSU8UdB,fine,2663,51.28269958496094,-0.27992188930511475
UzPJBzWmdwCyQInfTWUpBQ,fine,493,51.43798828125,4.480844497680664
7xIxR6Po12-dg14sUqexVA,hierarchy,418,51.0201416015625,4.498324871063232
18bMrs3IcBmWIxLQ7w1Odu,hierarchy,2582,38.604286193847656,141.24427795410156
3XcDbaWXczT1KBL7Bzo85g,hierarchy,973,43.76683807373047,10.806514739990234
Y_XQ---1TcNzvu1rUlS7OA,hierarchy,4503,51.20979309082031,3.2239270210266113
XpHO9zoJa9cs1DcBFXMNfg,hierarchy,5431,64.1441879272461,-21.92676544189453
4FVUnW9X2PPPyC5lnANZgQ,hierarchy,7351,53.923152923583984,27.569215774536133
YX0tb7pg4aXDizBG3Pgi6j,hierarchy,3987,43.70515060424805,142.44400024414062
mpnQ4Rh_rHRmXsosSGVDkw,hierarchy,1812,52.55474853515625,13.401681900024414
wtDrCfnh2JKDPraBG0UZqw,hierarchy,5174,57.6219367980957,18.294340133666992
clgcmPhf58yl9v-aabVh4b,hierarchy,6879,48.51093292236328,9.041447639465332
lDw5YO-MV6ifyWlYX34Fzw,hierarchy,6002,51.23443603515625,2.93247652053833
EahNc2HzdOTP1vYdSU8UdB,hierarchy,2663,51.28269958496094,-0.27992188930511475
UzPJBzWmdwCyQInfTWUpBQ,hierarchy,493,51.43798828125,4.480844497680664
lq2RZwXuQQzmogp8AbQU3g,coarse,540,45.56049346923828,-122.6661148071289
7adNaz2pv2WmGGv0igDT6Q,coarse,387,51.165672302246094,4.426572799682617
9agO5R13juaotYHPXGYnAg,coarse,979,38.89915084838867,-77.02696990966797
UEkOXNMqhJe7PLEGEXDVmQ,coarse,512,53.1975212097168,7.523269176483154
0M6OzPYTPy44KqC90i9Uyw,coarse,776,-38.35807800292969,175.9638214111328
Xzz1C6ybKhTDV6N8NJ3Y0Q,coarse,764,51.57062530517578,5.213109493255615
4P-pjmWwwycyRdDN5AZowA,coarse,863,55.80671691894531,10.307510375976562
vYM3JQaYMMFlSPop4hu7wg,coarse,2468,55.63826370239258,12.131007194519043
x-tUfDgMiZ-jkWCxynJBgQ,coarse,512,53.1975212097168,7.523269176483154
VD-bvLmde24bux5WmWqAmg,coarse,1925,50.7355842590332,5.633918285369873
wAP62WDK22DAxY5rhQcr8w,coarse,980,54.46625518798828,-1.3419978618621826
7YBsRexuk6KoGit7mo2xrg,coarse,930,51.051048278808594,2.7912771701812744
cxBVkMR-DJorjuxuYwxFWQ,coarse,387,51.165672302246094,4.426572799682617
lq2RZwXuQQzmogp8AbQU3g,middle,1939,45.54973602294922,-122.66698455810547
7adNaz2pv2WmGGv0igDT6Q,middle,1275,50.84535217285156,4.352246284484863
9agO5R13juaotYHPXGYnAg,middle,4741,38.898075103759766,-77.02980041503906
UEkOXNMqhJe7PLEGEXDVmQ,middle,3902,53.556053161621094,7.284081935882568
0M6OzPYTPy44KqC90i9Uyw,middle,3792,55.5847053527832,-4.713946342468262
Xzz1C6ybKhTDV6N8NJ3Y0Q,middle,867,51.702850341796875,5.325254917144775
4P-pjmWwwycyRdDN5AZowA,middle,3528,52.57487869262695,-1.8773385286331177
vYM3JQaYMMFlSPop4hu7wg,middle,4418,55.63826370239258,12.131007194519043
x-tUfDgMiZ-jkWCxynJBgQ,middle,290,52.364498138427734,4.9328718185424805
VD-bvLmde24bux5WmWqAmg,middle,3396,50.83811950683594,5.707736015319824
wAP62WDK22DAxY5rhQcr8w,middle,5732,53.62407684326172,-0.5328242778778076
7YBsRexuk6KoGit7mo2xrg,middle,3065,51.19607162475586,2.875587224960327
cxBVkMR-DJorjuxuYwxFWQ,middle,3065,51.19607162475586,2.875587224960327
lq2RZwXuQQzmogp8AbQU3g,fine,6791,45.53810119628906,-122.67012023925781
7adNaz2pv2WmGGv0igDT6Q,fine,3343,60.397457122802734,5.315090656280518
